neighbourhood,Aboriginal languages,Afrikaans,Afro-Asiatic languages,Akan (Twi),Albanian,Algonquian languages,American Sign Language,Amharic,Arabic,Armenian,Assyrian Neo-Aramaic,Athabaskan languages,Austro-Asiatic languages,"Austro-Asiatic languages, n.i.e",Austronesian languages,Azerbaijani,Babine (Wetsuwet'en),Baltic languages,Balto-Slavic languages,Bamanankan,Beaver,Belarusan,Bengali,Berber languages,Bikol,Bilen,Blackfoot,Bosnian,Bulgarian,Burmese,Cantonese,Carrier,Catalan,Cayuga,Cebuano,Celtic languages,Chaldean Neo-Aramaic,Chilcotin,Chinese languages,Comox,Cree-Montagnais languages,Creole languages,Croatian,Cushitic languages,Czech,Dakota,Danish,Dene,Dinka,Dogrib (Tlicho),Dravidian languages,Dutch,Eastern Algonquian languages,Edo,English,English and French,English and non-official language,"English, French and non-official language",Estonian,Ewe,Fijian,Finnish,French,French and non-official language,Frisian,"Fulah (Pular, Pulaar, Fulfulde)",Ga,Ganda,Georgian,German,Germanic languages,Gitxsan (Gitksan),Greek,Gujarati,Gwich'in,Haida,Haisla,Haitian Creole,Hakka,Halkomelem,Harari,Hebrew,Heiltsuk,Hiligaynon,Hindi,Hmong-Mien languages,Hungarian,Icelandic,Igbo,Ilocano,Indo-Aryan languages,Indo-European languages,Indo-Iranian languages,Inuinnaqtun (Inuvialuktun),Inuit languages,Inuktitut,Iranian languages,Iroquoian languages,Italian,Italic (Romance) languages,Japanese,Kabyle,Kannada,Karenic languages,Kartvelian languages,Kashmiri,Kaska (Nahani),Khmer (Cambodian),Kinyarwanda (Rwanda),Konkani,Korean,Kurdish,Kutenai,Kwakiutl (Kwak'wala),Lao,Latvian,Lillooet,Lingala,Lithuanian,Macedonian,Malagasy,Malay,Malayalam,Maltese,Mandarin,Marathi,Michif,Min Dong,"Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",Mohawk,Mongolian,Mongolic languages,Mother tongue for the total population excluding institutional residents,Multiple responses,Nepali,Niger-Congo languages,Nilo-Saharan languages,Nisga'a,Non-Aboriginal languages,Non-official languages,North Slavey (Hare),Northern Athabaskan languages,Northern Tutchone,Norwegian,Nuu-chah-nulth (Nootka),Official languages,Ojibway-Potawatomi languages,Okanagan,Oneida,Oriya (Odia),Oromo,"Pampangan (Kapampangan, Pampango)",Pangasinan,Pashto,Persian (Farsi),Polish,Portuguese,Punjabi (Panjabi),Quebec Sign Language,Romanian,Rundi (Kirundi),Russian,Salish languages,Sarsi (Sarcee),Scottish Gaelic,Sekani,Semitic languages,Serbian,Serbo-Croatian,Shona,Shuswap (Secwepemctsin),Sign languages,"Sign languages, n.i.e",Sindhi,Single responses,Sinhala (Sinhalese),Sino-Tibetan languages,Siouan languages,Slavey-Hare languages,Slavic languages,Slovak,Slovene (Slovenian),Somali,South Slavey,Southern Tutchone,Spanish,Squamish,Stoney,Straits,Swahili,Swedish,"Tagalog (Pilipino, Filipino)",Tahltan,Tahltan languages,Tai-Kadai languages,"Tai-Kadai languages, n.i.e",Tamil,Telugu,Thai,Thompson (Ntlakapamux),Tibetan,Tibeto-Burman languages,Tigrigna,Tlingit,Tsimshian,Tsimshian languages,Turkic languages,Turkish,Tutchone languages,Ukrainian,Uralic languages,Urdu,Uyghur,Uzbek,Vietnamese,Vlaams (Flemish),Wakashan languages,Waray-Waray,Welsh,Wolof,Wu (Shanghainese),Yiddish,Yoruba
North St. James Town,5.0,5.0,1085.0,15.0,25.0,10.0,5.0,360.0,340.0,15.0,0.0,0.0,105.0,0.0,1855.0,10.0,0.0,5.0,660.0,0.0,0.0,0.0,240.0,10.0,0.0,0.0,0.0,10.0,20.0,10.0,215.0,0.0,5.0,0.0,90.0,5.0,0.0,0.0,775.0,0.0,5.0,5.0,30.0,130.0,15.0,0.0,0.0,0.0,0.0,0.0,1015.0,10.0,0.0,0.0,7535.0,55.0,925.0,30.0,5.0,0.0,0.0,5.0,385.0,25.0,0.0,5.0,0.0,5.0,5.0,40.0,80.0,0.0,50.0,60.0,0.0,0.0,0.0,0.0,20.0,0.0,45.0,25.0,0.0,35.0,315.0,0.0,75.0,0.0,10.0,165.0,1720.0,3790.0,2065.0,0.0,0.0,0.0,330.0,0.0,55.0,885.0,65.0,15.0,20.0,0.0,10.0,0.0,0.0,10.0,10.0,5.0,295.0,5.0,0.0,0.0,10.0,0.0,0.0,15.0,5.0,5.0,0.0,25.0,65.0,5.0,445.0,50.0,0.0,0.0,25.0,0.0,15.0,20.0,18405.0,1030.0,600.0,130.0,5.0,0.0,9440.0,9450.0,0.0,0.0,0.0,0.0,0.0,7915.0,0.0,0.0,0.0,15.0,30.0,20.0,10.0,60.0,270.0,90.0,220.0,105.0,0.0,55.0,20.0,275.0,0.0,0.0,0.0,0.0,935.0,135.0,5.0,5.0,0.0,10.0,5.0,5.0,17370.0,15.0,850.0,0.0,0.0,645.0,15.0,0.0,95.0,0.0,0.0,555.0,0.0,0.0,0.0,25.0,5.0,1510.0,0.0,0.0,15.0,0.0,765.0,160.0,10.0,0.0,40.0,65.0,160.0,0.0,0.0,0.0,95.0,80.0,0.0,50.0,80.0,295.0,5.0,0.0,90.0,0.0,0.0,5.0,0.0,5.0,15.0,10.0,0.0
O'Connor-Parkview,5.0,0.0,350.0,5.0,165.0,5.0,0.0,105.0,120.0,20.0,0.0,0.0,65.0,0.0,720.0,5.0,0.0,5.0,825.0,0.0,0.0,0.0,345.0,5.0,0.0,0.0,0.0,10.0,105.0,0.0,235.0,0.0,0.0,0.0,20.0,25.0,0.0,0.0,445.0,0.0,0.0,10.0,55.0,45.0,25.0,0.0,15.0,0.0,0.0,0.0,225.0,25.0,0.0,0.0,11140.0,50.0,555.0,10.0,25.0,0.0,0.0,20.0,310.0,35.0,0.0,5.0,0.0,5.0,0.0,135.0,175.0,0.0,1020.0,65.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,10.0,60.0,0.0,185.0,0.0,0.0,45.0,920.0,4230.0,1315.0,0.0,0.0,0.0,380.0,0.0,225.0,685.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,170.0,0.0,0.0,10.0,0.0,135.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,18655.0,655.0,15.0,80.0,0.0,0.0,6560.0,6560.0,0.0,0.0,0.0,5.0,0.0,11450.0,0.0,0.0,0.0,5.0,25.0,0.0,5.0,40.0,320.0,55.0,90.0,35.0,0.0,70.0,15.0,105.0,0.0,0.0,0.0,0.0,305.0,130.0,35.0,0.0,0.0,0.0,0.0,40.0,17990.0,20.0,440.0,0.0,0.0,815.0,90.0,5.0,25.0,0.0,0.0,300.0,0.0,0.0,0.0,15.0,0.0,645.0,0.0,0.0,5.0,0.0,195.0,20.0,5.0,0.0,5.0,0.0,70.0,0.0,0.0,0.0,40.0,35.0,0.0,20.0,235.0,310.0,0.0,0.0,65.0,10.0,0.0,5.0,5.0,0.0,5.0,0.0,10.0
Oakridge,15.0,0.0,800.0,15.0,10.0,5.0,0.0,240.0,180.0,5.0,0.0,0.0,45.0,0.0,495.0,5.0,0.0,5.0,155.0,5.0,0.0,0.0,2780.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,415.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,595.0,0.0,5.0,10.0,10.0,205.0,5.0,0.0,5.0,0.0,0.0,0.0,270.0,5.0,0.0,0.0,5665.0,40.0,690.0,10.0,0.0,0.0,0.0,0.0,155.0,25.0,0.0,5.0,0.0,0.0,0.0,30.0,45.0,0.0,110.0,50.0,0.0,0.0,0.0,0.0,15.0,0.0,50.0,0.0,0.0,5.0,75.0,0.0,40.0,0.0,0.0,35.0,3465.0,4550.0,3895.0,0.0,0.0,0.0,420.0,0.0,110.0,340.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,20.0,10.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,30.0,0.0,10.0,35.0,0.0,130.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,13635.0,775.0,35.0,110.0,0.0,0.0,7035.0,7040.0,0.0,0.0,0.0,0.0,0.0,5820.0,0.0,0.0,0.0,15.0,55.0,0.0,0.0,70.0,350.0,25.0,60.0,60.0,0.0,30.0,10.0,45.0,0.0,0.0,0.0,0.0,590.0,10.0,5.0,0.0,0.0,0.0,0.0,5.0,12865.0,20.0,615.0,0.0,0.0,150.0,0.0,0.0,140.0,0.0,0.0,135.0,0.0,0.0,0.0,35.0,5.0,425.0,0.0,0.0,5.0,0.0,185.0,45.0,0.0,0.0,5.0,5.0,130.0,0.0,0.0,0.0,40.0,20.0,0.0,0.0,45.0,405.0,0.0,15.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Oakwood Village,10.0,0.0,450.0,15.0,60.0,5.0,5.0,95.0,70.0,0.0,10.0,0.0,210.0,0.0,1395.0,0.0,0.0,10.0,475.0,0.0,0.0,0.0,25.0,0.0,10.0,5.0,0.0,10.0,20.0,5.0,340.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,580.0,0.0,0.0,15.0,20.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,45.0,20.0,0.0,0.0,10810.0,65.0,715.0,25.0,5.0,0.0,0.0,20.0,230.0,20.0,0.0,0.0,0.0,0.0,0.0,85.0,115.0,0.0,480.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,50.0,35.0,0.0,100.0,0.0,0.0,125.0,125.0,5920.0,175.0,0.0,0.0,0.0,60.0,0.0,1475.0,4615.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,110.0,15.0,0.0,0.0,10.0,5.0,0.0,0.0,5.0,5.0,0.0,20.0,10.0,10.0,215.0,10.0,0.0,0.0,10.0,0.0,5.0,10.0,20975.0,825.0,0.0,50.0,5.0,0.0,9100.0,9110.0,0.0,0.0,0.0,0.0,0.0,11045.0,5.0,0.0,0.0,0.0,25.0,10.0,5.0,0.0,40.0,115.0,1750.0,20.0,0.0,45.0,0.0,170.0,0.0,0.0,0.0,0.0,420.0,20.0,10.0,0.0,0.0,0.0,0.0,5.0,20155.0,0.0,590.0,0.0,0.0,460.0,10.0,15.0,10.0,0.0,0.0,1355.0,0.0,0.0,0.0,5.0,5.0,1115.0,0.0,0.0,20.0,0.0,25.0,5.0,15.0,0.0,5.0,10.0,180.0,0.0,0.0,0.0,100.0,95.0,0.0,45.0,115.0,20.0,0.0,0.0,190.0,0.0,0.0,10.0,0.0,0.0,5.0,10.0,10.0
Old East York,5.0,0.0,55.0,5.0,80.0,5.0,0.0,5.0,35.0,0.0,0.0,0.0,35.0,0.0,280.0,0.0,0.0,5.0,355.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,45.0,10.0,260.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,370.0,0.0,5.0,5.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,0.0,5730.0,30.0,245.0,10.0,25.0,0.0,0.0,5.0,135.0,10.0,0.0,0.0,0.0,0.0,0.0,55.0,80.0,0.0,980.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,15.0,0.0,20.0,5.0,0.0,10.0,170.0,2090.0,225.0,0.0,0.0,0.0,50.0,0.0,200.0,375.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,10.0,0.0,0.0,85.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9225.0,290.0,0.0,10.0,0.0,0.0,3060.0,3065.0,0.0,0.0,0.0,0.0,0.0,5870.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,45.0,35.0,50.0,20.0,0.0,10.0,0.0,35.0,0.0,0.0,0.0,0.0,50.0,125.0,5.0,0.0,0.0,5.0,5.0,0.0,8940.0,5.0,410.0,0.0,0.0,350.0,5.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,45.0,5.0,0.0,0.0,0.0,30.0,25.0,0.0,20.0,45.0,80.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Palmerston-Little Italy,0.0,10.0,105.0,0.0,5.0,0.0,0.0,15.0,45.0,5.0,5.0,0.0,80.0,0.0,50.0,0.0,0.0,5.0,345.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,550.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,815.0,0.0,0.0,0.0,25.0,5.0,25.0,0.0,5.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,9095.0,90.0,265.0,5.0,5.0,0.0,0.0,10.0,295.0,10.0,0.0,0.0,0.0,0.0,0.0,70.0,130.0,0.0,160.0,10.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,30.0,10.0,0.0,0.0,95.0,2765.0,135.0,0.0,0.0,0.0,50.0,0.0,655.0,1990.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,90.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,5.0,210.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,13815.0,365.0,10.0,10.0,5.0,0.0,4065.0,4055.0,0.0,0.0,0.0,0.0,0.0,9390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,85.0,985.0,10.0,0.0,15.0,0.0,70.0,0.0,0.0,0.0,0.0,90.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,13445.0,0.0,820.0,0.0,0.0,335.0,0.0,25.0,10.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,15.0,45.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,45.0,40.0,30.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0
Parkwoods-Donalda,10.0,10.0,1415.0,30.0,95.0,5.0,5.0,45.0,1210.0,610.0,10.0,0.0,85.0,0.0,1465.0,0.0,0.0,40.0,1360.0,5.0,0.0,0.0,470.0,10.0,10.0,0.0,0.0,10.0,165.0,5.0,845.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,2140.0,0.0,0.0,35.0,45.0,60.0,50.0,0.0,15.0,0.0,0.0,0.0,470.0,45.0,0.0,0.0,17410.0,125.0,1295.0,60.0,35.0,0.0,0.0,35.0,545.0,90.0,0.0,0.0,0.0,5.0,20.0,175.0,265.0,0.0,580.0,145.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,5.0,0.0,40.0,140.0,0.0,245.0,5.0,0.0,100.0,1615.0,8235.0,3025.0,0.0,0.0,0.0,1400.0,0.0,255.0,2300.0,90.0,5.0,5.0,0.0,20.0,0.0,0.0,0.0,5.0,10.0,475.0,85.0,0.0,0.0,10.0,35.0,0.0,0.0,20.0,75.0,0.0,20.0,45.0,15.0,1145.0,15.0,0.0,0.0,45.0,0.0,5.0,5.0,34785.0,1575.0,15.0,180.0,5.0,0.0,15250.0,15245.0,0.0,0.0,0.0,0.0,0.0,17965.0,5.0,0.0,0.0,5.0,5.0,10.0,0.0,70.0,1230.0,230.0,170.0,65.0,0.0,825.0,15.0,410.0,0.0,0.0,0.0,0.0,1345.0,210.0,30.0,15.0,0.0,0.0,0.0,35.0,33205.0,100.0,2150.0,0.0,0.0,1305.0,30.0,5.0,65.0,0.0,0.0,1035.0,0.0,0.0,0.0,45.0,5.0,1190.0,0.0,0.0,15.0,0.0,380.0,50.0,10.0,0.0,15.0,15.0,45.0,0.0,0.0,0.0,225.0,190.0,0.0,55.0,335.0,635.0,20.0,5.0,100.0,0.0,0.0,5.0,5.0,0.0,20.0,5.0,15.0
Pelmo Park-Humberlea,5.0,0.0,190.0,85.0,80.0,0.0,0.0,15.0,55.0,15.0,20.0,0.0,500.0,0.0,330.0,0.0,0.0,15.0,230.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,155.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,225.0,0.0,0.0,20.0,15.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,145.0,5.0,0.0,5.0,5185.0,10.0,430.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,0.0,0.0,5.0,10.0,0.0,40.0,40.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,0.0,15.0,0.0,0.0,15.0,230.0,3395.0,280.0,0.0,0.0,0.0,50.0,0.0,1400.0,2705.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,30.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,10.0,15.0,5.0,5.0,20.0,0.0,45.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10720.0,445.0,0.0,145.0,0.0,0.0,5030.0,5035.0,0.0,0.0,0.0,0.0,0.0,5245.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,55.0,75.0,545.0,70.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,145.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10270.0,0.0,225.0,0.0,0.0,215.0,5.0,0.0,30.0,0.0,0.0,725.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,5.0,0.0,125.0,5.0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,15.0,10.0,0.0,30.0,15.0,60.0,0.0,0.0,495.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,25.0
Playter Estates-Danforth,5.0,0.0,55.0,0.0,30.0,5.0,5.0,15.0,30.0,5.0,0.0,0.0,20.0,0.0,60.0,0.0,0.0,15.0,240.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,150.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,230.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,5745.0,20.0,150.0,10.0,10.0,0.0,0.0,5.0,160.0,10.0,0.0,0.0,0.0,0.0,0.0,70.0,105.0,0.0,415.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,65.0,1115.0,95.0,0.0,0.0,0.0,30.0,0.0,70.0,235.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,20.0,0.0,0.0,5.0,5.0,45.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,7755.0,195.0,0.0,5.0,0.0,0.0,1650.0,1650.0,0.0,0.0,0.0,0.0,0.0,5900.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,35.0,0.0,0.0,5.0,0.0,45.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,7565.0,0.0,235.0,0.0,0.0,230.0,5.0,5.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,10.0,50.0,0.0,0.0,10.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,30.0,30.0,0.0,10.0,35.0,20.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pleasant View,0.0,0.0,450.0,0.0,10.0,0.0,10.0,5.0,415.0,305.0,5.0,0.0,45.0,0.0,375.0,10.0,0.0,5.0,575.0,0.0,0.0,0.0,65.0,5.0,0.0,0.0,0.0,5.0,20.0,5.0,1265.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,4960.0,0.0,0.0,10.0,10.0,10.0,20.0,0.0,5.0,0.0,0.0,0.0,190.0,5.0,0.0,0.0,4855.0,35.0,495.0,20.0,15.0,0.0,0.0,10.0,135.0,20.0,0.0,0.0,0.0,5.0,5.0,40.0,65.0,0.0,740.0,135.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,5.0,0.0,25.0,75.0,0.0,80.0,0.0,0.0,20.0,540.0,3755.0,990.0,0.0,0.0,0.0,455.0,0.0,570.0,1060.0,50.0,0.0,5.0,0.0,5.0,5.0,0.0,10.0,0.0,20.0,190.0,25.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,200.0,0.0,25.0,15.0,10.0,3440.0,15.0,0.0,10.0,95.0,0.0,0.0,0.0,15805.0,570.0,0.0,35.0,0.0,0.0,10250.0,10250.0,0.0,0.0,0.0,0.0,0.0,4980.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,425.0,45.0,125.0,55.0,0.0,175.0,5.0,145.0,0.0,0.0,0.0,0.0,450.0,65.0,15.0,0.0,0.0,10.0,5.0,15.0,15240.0,20.0,4960.0,0.0,0.0,565.0,10.0,20.0,5.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,5.0,285.0,0.0,0.0,5.0,0.0,155.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,75.0,60.0,0.0,15.0,100.0,120.0,0.0,5.0,35.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,5.0
Princess-Rosethorn,0.0,0.0,65.0,0.0,125.0,0.0,0.0,0.0,35.0,5.0,0.0,0.0,40.0,0.0,70.0,0.0,0.0,75.0,1245.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,100.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,105.0,15.0,10.0,0.0,15.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,7005.0,15.0,250.0,5.0,10.0,5.0,0.0,10.0,115.0,15.0,0.0,0.0,0.0,0.0,0.0,115.0,165.0,0.0,80.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,50.0,0.0,80.0,0.0,0.0,0.0,170.0,2780.0,245.0,0.0,0.0,0.0,75.0,0.0,460.0,900.0,35.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,215.0,5.0,0.0,0.0,5.0,20.0,0.0,0.0,45.0,15.0,0.0,10.0,5.0,15.0,185.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,11045.0,280.0,0.0,10.0,0.0,0.0,3655.0,3650.0,0.0,0.0,0.0,0.0,0.0,7110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,270.0,200.0,30.0,0.0,120.0,0.0,110.0,0.0,0.0,0.0,0.0,50.0,215.0,15.0,0.0,0.0,0.0,0.0,0.0,10770.0,35.0,310.0,0.0,0.0,1180.0,25.0,35.0,15.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,345.0,90.0,35.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Regent Park,0.0,0.0,585.0,10.0,10.0,0.0,0.0,110.0,170.0,5.0,0.0,0.0,350.0,0.0,235.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,1160.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,405.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1095.0,0.0,0.0,15.0,5.0,220.0,5.0,0.0,0.0,0.0,0.0,0.0,475.0,10.0,0.0,0.0,4695.0,45.0,420.0,15.0,0.0,0.0,0.0,10.0,240.0,25.0,0.0,5.0,0.0,5.0,0.0,15.0,35.0,0.0,15.0,30.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,35.0,0.0,15.0,0.0,0.0,5.0,1470.0,2270.0,1640.0,0.0,0.0,0.0,160.0,0.0,25.0,360.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,50.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,10.0,5.0,5.0,580.0,5.0,0.0,5.0,10.0,0.0,0.0,0.0,10690.0,495.0,35.0,100.0,10.0,0.0,5265.0,5265.0,0.0,0.0,0.0,0.0,0.0,4925.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,65.0,90.0,45.0,70.0,30.0,0.0,15.0,5.0,95.0,5.0,0.0,0.0,0.0,355.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10190.0,20.0,1105.0,0.0,0.0,200.0,0.0,5.0,215.0,0.0,0.0,250.0,0.0,0.0,0.0,45.0,0.0,200.0,0.0,0.0,15.0,0.0,465.0,5.0,10.0,0.0,5.0,5.0,55.0,0.0,0.0,0.0,20.0,15.0,0.0,10.0,25.0,155.0,0.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
Rexdale-Kipling,0.0,5.0,345.0,60.0,35.0,5.0,0.0,15.0,75.0,0.0,90.0,0.0,130.0,0.0,325.0,0.0,0.0,10.0,545.0,0.0,0.0,0.0,85.0,0.0,5.0,0.0,0.0,10.0,10.0,0.0,60.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,105.0,0.0,0.0,10.0,210.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,110.0,15.0,0.0,15.0,5635.0,25.0,370.0,10.0,0.0,5.0,0.0,0.0,120.0,20.0,0.0,5.0,5.0,0.0,5.0,60.0,80.0,0.0,60.0,100.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,75.0,0.0,50.0,0.0,10.0,15.0,655.0,2895.0,775.0,0.0,0.0,0.0,115.0,0.0,395.0,1395.0,10.0,0.0,10.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,10.0,20.0,15.0,35.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,10360.0,415.0,10.0,145.0,0.0,0.0,4190.0,4200.0,0.0,0.0,0.0,0.0,0.0,5745.0,0.0,0.0,0.0,0.0,15.0,20.0,0.0,15.0,100.0,160.0,135.0,140.0,0.0,60.0,10.0,45.0,0.0,0.0,0.0,0.0,220.0,15.0,5.0,5.0,0.0,0.0,5.0,0.0,9940.0,25.0,110.0,0.0,0.0,535.0,5.0,20.0,85.0,0.0,0.0,805.0,0.0,0.0,0.0,20.0,0.0,260.0,0.0,0.0,0.0,0.0,75.0,5.0,0.0,0.0,5.0,5.0,10.0,0.0,0.0,0.0,35.0,40.0,0.0,40.0,60.0,215.0,0.0,0.0,120.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,20.0
